security_id,reference_price
MO7647834551,  31.558900
NN2021052703,  39.137300
IO8451949471,   2.652200
FD7644347936,   6.198300
YB5666752892,  82.130600
HS6096748097,  76.823800
NF9005929777,  80.937900
HT6366570468,  80.221900
YN8187025237,  16.428300
FL9164608786,  95.451200
TE1088736692,  47.344200
DR4481390756,  92.521000
NP5250693289,   8.498000
HW5389120120,  81.811000
NZ1901210636,  96.783600
WC3247717146,  96.277800
PO4762649684,  65.239700
VA3216008481,  45.482500
IZ9342624080,  56.755000
IJ7192509081,  88.134000
BH2649406087,  14.188400
TU1672907652,  17.722000
SX1174793620,  10.686100
XS1113867845,  79.574000
XB6378263909,  83.672200
ZK7836738610,  30.594400
VY3208149171,  16.524000
KR7078607013,   9.991800
HG5909712878,  92.119000
RI5297396058,  16.558400
PS7434640251,  21.522400
VL8341838865,  11.608900
TG5008757920,  57.332700
AA2412522073,   1.915500
EA8270712092,  47.137800
LI8400428886,  65.449000
XA8307332484,  32.604200
JN3471173600,  98.564800
BZ0767313134,  29.450700
ZW2568632392,  16.719600
RM5244535847,  30.822400
MQ3512845332,  36.386500
EV0460224994,  72.513800
AK0446318592,  80.726400
SK5946182947,  25.242400
FG1451201245,   7.362600
KN7923238982,  78.677800
IE3920831406,   4.708400
CF4981945843,  12.595200
XJ0149945689,  64.171100
ZW8691323440,  30.589000
ON3199859858,  39.489000
NL8867386272,  97.946300
VN5422101185,  90.539800
NG3096942355,  70.870000
LC9628939000,   5.540400
KQ6350571755,  84.595100
MQ0589669444,  70.496600
XC7403556035,  42.140600
JF0353012224,  62.252000
SX2646900501,  12.800700
MF7006793018,  97.843100
FV0033930454,  86.977300
RE1457775698,  52.284500
BT4505077311,  44.970300
SB1052011692,  99.630700
PU6426882898,  93.939400
TK2825951599,  18.104300
MR8491592601,  24.793000
SF9164978712,  18.432400
AH8466644552,  41.385000
BX6843234040,  65.700500
OU6127164711,  17.442500
GD8538089945,  85.212100
MX4529055631,  18.393600
EF4634826127,  63.720900
WF5190728963,  11.372400
VP4526191274,  26.864800
XB2693350062,   7.968700
RG2901822239,  63.481600
SQ9066427487,   6.519100
MW3369774792,  12.872000
IT6998382441,  17.567600
IE2163788718,  87.868000
QY7606812329,  54.869000
GM0991469436,  24.197900
NS4578053021,  12.350500
BT4678825139,  70.680600
NW7755070988,  98.800200
GX7935771083,  53.596900
KZ5599308025,  76.390400
MO9614721714,  82.442700
AG5875818268,  91.310000
NM8197355313,  12.664700
FT2123947421,  55.277300
EW9536761174,  48.548000
HQ1953208346,  96.536000
LH8209284817,  31.160500
MT8069434512,  56.279500
FY6230092336,  63.453400
YU5919648069,  67.436100
DH6245456290,  56.471300
HL0448031731,  64.397900
NF3717286619,  76.128500
UL3507361942,   9.563800
FJ9653582577,  20.804200
MV0865063689,  11.376200
IB7109611060,  73.669300
EW0104964319,  87.751700
JH5274327618,   0.732600
RL6226632804,  67.883700
JY4654718838,  96.318500
LN2010897895,  80.773600
OA6575378136,   5.552400
EJ1265661736,  99.441100
SO6734269198,  91.844300
GD0990426471,  88.405700
VN0571049728,  77.376100
FN0421983060,   4.698800
VN4967220694,   0.745500
XF3326332117,  33.729800
BK1224069904,  11.769700
LU1575824414,  30.603000
PG7478971650,  19.465500
NI4568225677,  87.850600
VC7659322127,  77.440800
PK0992190352,  51.126100
TQ2575627267,  73.954300
AX3799716004,  88.617500
OT7286870658,  95.454300
RR6381685684,  67.246000
NC9089634910,  47.139900
KX0358864742,  95.957600
JG7932242068,  56.951700
CZ3419792880,  10.774700
PS0520157162,  26.635100
RC0151658410,  34.149000
UK4055780583,  70.418500
XZ3657321672,  99.712100
HL1233649377,  16.138800
QK2810523264,  54.314300
XD7811238557,  44.295500
YG7523716806,  61.470200
ET7165958877,  17.661400
JL2923227445,  59.303000
LV0714777237,  55.986200
WC3659024992,  97.699200
ZZ2092061918,  69.116700
MS9050677295,   8.347400
JD7097861285,  55.428700
LO4411022949,  93.254000
YD2871453906,  54.183000
PA9472019432,  64.944400
DY1869327723,  21.452900
UW0422111656,  36.299500
ZJ8766786034,  36.119000
ZT9020649896,  40.222900
FR7131916986,  45.451800
OV8101456657,  48.114300
DV1805534757,  92.507500
DO0778920397,  60.562300
XW9871042317,   4.102100
HY2008556925,  74.795000
FV0325622511,  10.963000
KQ6704791205,  33.592200
JF0415938467,  32.765000
FM9564828050,   9.871800
UD8143601718,   7.498000
RF1808309834,  43.459400
PG1422864735,  11.509800
LS7815747971,  60.180800
PP4897776281,  65.643200
XQ9353323211,  10.357700
UH8109329779,  75.718000
GZ0999002227,  38.364100
AE0506988907,  57.508300
JW6051103877,  93.911500
ID2499654309,  22.275200
BU3017325225,  33.571900
ZY2392781929,  73.400800
DW0802133453,  28.162000
AP8540892038,  34.433200
HN6094000368,  93.386000
EH3191713636,  96.102600
CM7904430984,  50.964700
HU1668585100,  41.747600
AF5460634142,  17.909600
NP5372001770,  57.856700
RD5920354727,  56.818200
BG9544512636,  99.150000
WX4301250392,  53.287100
SF4395969902,  19.494400
KH7994941795,  27.395800
QG3002365296,  36.644100
QN2848168430,  77.330100
YC2679584376,  91.243800
NX9216559383,   1.710500
OC5960159177,  23.265600
LV0678111677,  17.692000
SI4380182111,  33.512300
BE9959189214,  79.294400
JX8934592201,   9.598400
NH8167160016,  62.224100
PQ2761502540,   3.148500
EV2616471074,  81.131000
IB6882504424,  73.829700
DF9881257539,  48.216100
SQ0370160568,  30.186100
IU5769684863,  38.669100
AB8947405623,  92.109800
UF4603839730,  75.214800
OK0389935080,  71.189200
ET3721132715,  36.611100
BW4581568393,  27.702800
MX2876875030,  85.805400
LE0228610003,  73.837500
ZH0871762698,   8.392100
SQ2267299304,   9.117700
TO4760239703,  12.667300
BV9272431172,  64.552100
QS8486746569,  23.911900
ZL4067860942,  45.932800
EE1038003655,  95.926100
UE2007098225,   8.255000
HX2454101747,  46.400500
SG8196855436,  83.783300
JK2152867650,  33.406500
KZ1438144253,  33.278000
VI7063212192,  39.372000
JU5386058691,  58.481500
KU9585386591,  21.679900
EO5224478127,  83.470500
NR3286309264,  33.334200
JV3989178962,  11.175000
RV5553044974,  52.621500
UD4976855548,  35.961400
NU7354819847,  80.430700
ZK5083712095,  77.286200
MI9208664025,  67.511000
CO6381838195,   0.467400
YC0819831804,  14.896900
HD8074550124,  47.798000
YZ5467457293,  13.681100
HU4638390366,  90.534800
HA6691401610,  87.460100
GC0112203447,   6.292600
YU8118961152,   4.342800
DF1707605352,  53.232000
UP6208990319,  39.952500
OQ7136384327,  92.902200
NC7943538982,  17.379600
EI3036663539,  43.803900
GB1207982629,  72.175300
HE3781912806,  29.344300
BO6764668645,  44.433100
MZ0030154265,  78.824700
VK4132622524,  14.192600
GI7070206126,  67.563400
VP8614050336,  19.983600
QZ2343232159,   0.848000
SL7538366328,  23.358200
BN4362551586,  63.901300
TT7538165842,  36.833000
CC0828176935,  89.254300
AW3877608090,  51.643500
RD0078403291,   1.786800
RS3428222003,  90.181200
ST2742342954,  93.282100
DJ5412133226,  58.659300
TJ2830678853,  95.708700
YL9586984579,  10.510100
RS3644359983,  35.608900
ZO6660254819,  27.329700
IQ1998135501,  68.876100
XX7326253364,  14.912000
SP9216406325,  52.742200
AY8517336182,  52.135600
BG4557028915,  73.968300
NC3074431542,  89.597700
VZ5792887602,  40.103500
NJ7346594077,  48.522600
TW1935281187,  88.660500
DT1637948327,  14.558300
NF3836415855,  37.143000
CG6168025567,   5.440600
XB6757476299,  53.658300
NM8366435378,   5.646600
FS3876601048,  85.932200
XJ5612925499,   1.165000
IK9124286977,  82.562100
TH2105189477,  68.580400
XP3865324535,  56.469700
BE0747532579,  68.523400
HW0344067548,  71.940700
YQ5276832809,   8.935400
LN1108775659,  84.646600
UJ0358160936,  84.211600
DV8567065466,  25.740700
TB7280492535,  16.630000
DP7527539274,  96.651400
QI2937252436,  18.786400
QY7760287534,  55.360300
KL1506189176,  36.733800
UU8009695760,  48.655500
HX0120528371,  88.275800
CT9250328327,  79.917300
WS7519552983,  16.153700
GO5305290687,  34.718000
CO9196270641,  79.931700
LE3760947447,  83.942200
HD4566268631,  63.597300
PB7875245728,  98.950600
SY6219741356,  80.759100
GU4379058795,  13.343000
HU3701046748,  19.576300
HO9218468922,  64.478800
IR2264891026,  71.825700
WD2283545991,  59.571400
PW2321248887,  77.701000
WN4785362559,  83.611200
TV0428312186,  11.591000
VI8063600707,  88.109000
LD0060296054,   7.605000
HC1235479984,  23.524300
TD1737279107,  73.470800
TG2234160207,  54.593900
NI6673648975,  82.210500
EE8138139154,  33.442600
KT4515378592,  60.354000
KQ1131219114,  59.845200
BV0110550364,  17.798500
BY5859136928,  75.973800
RZ6039703728,  49.965500
SK4671592974,  40.219700
GQ1062768627,  83.321200
HW0198939118,   0.695500
WJ5214452950,  95.148500
BJ0936830621,  75.137100
QZ1145396431,   9.244500
RJ6145021177,  27.135200
ZW5011502231,  92.471500
AU4680021200,  91.489300
LY6652131773,  12.518900
UN4876986246,   0.198900
AY4213431286,   3.307200
NI9665415369,  29.774800
PB4508180716,  77.441800
CC4877939118,   2.138500
BN4661753808,  18.146000
MT0910635705,   5.329300
JQ8211284514,  66.607400
PB7768453932,  32.324100
NR9680677059,  38.404400
HN3883535328,  22.451100
KK8038218431,  17.377200
AK6580562205,  61.731200
PY0988627170,  72.884500
QF8613884556,  62.208600
LV7430236101,   6.882400
MV3453777473,  13.422600
ER2091166558,  18.990100
DQ7631038677,  44.172200
UA3349777039,  40.359100
PS8550118882,  57.884100
XS8735299176,  36.941000
MC9356558674,  75.119000
TX8539572713,  24.389000
HM0143233519,  20.638900
WL6527357366,  67.932200
EF6402388415,  80.730100
BW1107425372,  40.447100
QE5608943404,  56.801000
FL0275134278,  75.881100
CR3123663470,  99.988300
BV3593552519,  69.890000
EW4599470026,  60.330000
PE9954432132,  67.677900
FT1077035632,  40.333500
GH8668888542,   8.400800
MD6386263551,  14.576900
DJ6861048297,  84.319000
EA5213323018,   2.234600
DP9766920001,   2.556700
ZN3266738439,  54.208200
VA1771986869,  74.142100
CE2260559083,  25.627300
BW8057002437,  29.979300
LE1581586703,  92.264200
MP6966090244,   9.675200
RH8491566427,   7.631300
RP2109165001,  38.217900
XY2012412776,  61.305900
QS6917379295,  51.519700
RP3546033064,  73.942900
NR6694800391,  20.919800
ZR7151232658,  12.765300
RK7906950697,  65.302400
KP0193212881,  46.295000
LO3614747736,  35.920800
GB3667468532,  35.246000
RG8743837601,  24.636800
UY5723450286,  77.112900
WS7608031431,   6.223000
GT2398925618,  38.360800
LT9716668843,  87.907800
PU7481279747,  40.198400
ND1589552447,  37.116500
CM9235084486,  49.106700
CW2110465189,  61.674800
SM0529637379,  14.777800
JC3957779092,  79.750700
HG5859854289,  72.993700
XH3741117283,  11.785100
YK0692556968,  76.193600
JQ5223482253,  79.655800
EI5616855732,  95.902200
EC5870649009,  88.150600
RI9087685008,  97.432400
BH4703167176,  85.944300
FX5481088762,  85.573900
IE1365694818,  22.102100
YA8420174859,  99.728100
IU9305248398,  58.715200
XQ4495395452,  98.929700
CN3484763560,  63.246900
MD7414425796,  77.610800
PR4979405161,  38.121200
RG4495703392,  89.779400
JV3871914713,  79.385000
JP2698235057,  34.146300
SE0457305252,  14.360200
HO0895450765,  93.210300
OB9263708348,  36.883100
FP6144335187,  44.000000
WK2329571333,  18.947700
IY5563997443,  24.253000
RW6368529460,  92.249700
PH6568712200,  84.408800
XN7921920975,  45.781100
DS2160142136,  83.147800
HE4990182691,  29.272300
LF7898011961,  32.362000
YQ5840479985,  60.400200
SC7343935908,  48.333600
VM5817401346,  66.650600
RY5983344582,  96.809300
DW7914286852,  29.518100
KZ7561577089,  16.670300
QR0114859473,  92.560200
IX5451043228,  72.901700
FY1808610417,   1.600200
YT8928698121,  18.909000
BS8192290755,  12.317600
SB9449253622,  48.571200
QM2456734136,  19.206400
FP0045937562,  91.475500
LQ4530831699,  23.269700
RD1685713789,  51.933400
XB2113473450,  28.154400
IY6151942129,  19.609000
UJ6629036522,  42.688400
MT0461847119,  97.221100
CI1249925931,  29.504600
XX0359875610,  74.203000
BX0562069311,  36.661900
GQ3694384130,  69.882200
YS4128618310,  37.337700
GT7059172475,  39.847200
FP4936229737,  73.577700
DA9282231805,   6.387700
PY9852637449,  53.404400
DK6070171538,  93.770000
RO4326677025,  53.257000
ET1151486509,   0.827100
FX5867676948,  49.890400
HC9594825111,  42.493600
JQ9908408328,  95.576300
PC1252607492,  47.429200
RD8597324829,  22.827500
PA1877531973,  11.406700
RP8406767769,  33.826500
NK0630363329,  66.631600
OI7391922830,  67.778400
TB0203814177,  58.940200
AZ1558126709,  67.434100
TP7916683436,  92.443400
GK8243290057,  46.792800
TC3586947970,  63.537300
FQ7269512569,  11.975000
MO0552903140,  62.954000
TZ9933850222,  44.940300
WT0113947672,  65.190200
LH3235753894,  86.644000
QO8631921176,  18.814000
FM0802794454,  95.881800
MO7895824217,  17.695100
UH4106225004,  17.710400
PY8225377583,  11.530700
JC9632929299,  96.800000
YW5247834392,  34.838500
BN1824406256,  17.853700
VD2620152133,  80.275700
WA3988702830,  70.392100
DR3365667594,  50.515700
KJ8797728329,  34.295400
YF5710864560,  72.100400
AK2001674615,  91.655700
NS1426240516,  81.213800
AQ9444335762,  26.309100
UD7470969419,  93.835200
CV8569159580,  19.297900
UP5252950743,  94.143300
TQ8754188725,  83.831000
OD6369601640,  76.978000
ID8501884411,  53.612100
GS5728808054,  34.281000
EN0098919678,  61.194500
QL8769042136,  44.323200
KY9733461165,  19.414800
PL5884321270,  90.592000
OI2286307045,  90.341400
OI9488958157,  97.527100
JO0513694767,  64.801000
KA3388276928,  14.120300
TN9358688147,  75.195700
JK1512365997,  47.804600
IU3178824637,  90.790600
XG1211895064,  90.705400
DH5870448310,  13.736300
EO6395862524,  27.465400
SH7829098881,  86.351600
ZN0957577803,  88.240800
CA6893543776,  75.951500
RN4136151095,  42.731200
PW2369807024,  71.478000
NE4680588460,  60.945500
ZG2792287047,  89.965200
TP1536999936,  19.912500
FF6533313186,   0.588000
DJ0564035852,  53.351800
LJ8989563384,  56.217700
OC6275743339,  40.283000
SL9863806879,  35.579800
HM7977744041,  41.489500
ZB9442804260,  81.891000
CE8423896183,  16.786600
FR7798051202,  54.345800
KK6733533384,  29.434200
JC7515987273,  88.562000
PN2765983238,  31.274300
YC8179550760,  95.276000
OD2416480562,  21.843400
JW7300557672,  89.704500
AX9131868089,  58.203800
GT4170746288,  95.529900
YP4235653290,   5.699800
XP2934694114,  56.806100
UI3014193967,   8.962800
FE7181327611,  36.665400
PW3528568988,  83.838900
VV7380256921,   7.376000
RW4368578371,  64.793900
HX1002234800,   9.456000
IB4561305351,  57.551100
DA7348008824,  52.472700
RJ0950206259,  20.214600
TN2074400650,  20.618400
MX1050219021,   0.291200
TD5652155318,  12.938900
VX0114869254,   1.928000
YN6349341633,  83.258000
HP1654741628,  28.959300
XY3825205787,  49.640000
XF3441013372,  37.637100
YT8683073750,  80.522500
WQ9596912553,  20.628600
YB8649526388,  25.425400
HI5674477926,   8.594000
TR2335716916,  37.814200
UH8877771079,  51.725700
IM4402090154,  98.813000
KY2096279610,  76.259100
ZG5611758996,   5.678500
NE0034210865,  10.472800
PH8790239957,  34.562000
JD2437970944,  42.331600
DM1588151066,  49.524900
VN1272062178,  80.469100
FX0363609947,  30.953100
FH4280658610,  73.575400
OK3065797543,  11.705500
NV7895069331,  29.707900
RF4397112474,  97.315400
YO2232588510,  24.606700
JK4017786193,  31.409600
PV3960789127,  43.154800
OT5659288377,  55.796300
SV4499257555,  73.967100
NP8896850378,  88.905400
RO2712364803,  18.616500
LJ3638251786,  92.942600
YI9855965079,  19.645700
ZQ7925008345,  99.403700
TY5658257883,  76.849000
XX6084585692,  98.567700
NB3552655871,  64.432300
OT0719165766,   3.394800
VP8215997520,  65.659000
TI5586095650,  83.566300
YP6859384565,  31.438000
CY9351733678,  46.588300
OX9689036710,  91.895200
HB5018379402,  67.357300
PT8777073474,  63.747600
MJ0955188177,  46.323600
VO6704531072,  68.455800
GY2520096799,  21.438000
QY2448253470,  76.322900
TY3266692464,  22.229000
DG1422231754,  74.578200
YD4051731166,  61.984900
PT4536257270,  97.208200
OX2770507341,  12.532100
QN5446102377,  26.758200
BY8304856996,  12.562400
ST5099850478,  82.517900
FE8447602401,  45.758500
OF3454033464,  75.569600
RX6803707803,  75.838700
SK1737533632,  71.660600
ER2586774967,  18.803900
RT3332044176,  26.270400
RY8666311137,  72.732100
UD9055271473,  25.972100
PY5961703393,  53.289900
JV9593870445,  42.859200
QO1125782018,  69.166200
CY4324098652,   9.493600
QL4338244010,  47.712100
EB4474256205,  48.667100
KN6023561664,  42.707900
PN7807108190,  33.383200
PY7929023834,  95.620800
CI4204674745,  31.800700
VQ3539479404,  12.985700
XW8006423068,  84.680700
TP9409188184,  59.825900
PX4840625559,  97.896300
PW5233903113,  40.880700
UN1119179744,   9.647700
CQ6381863159,  71.598700
GY0491067881,  37.371200
MK8188797978,  73.683100
SB6475018078,  50.454200
JX2323141192,  30.152600
EV0314393596,  89.503900
QA3678593311,  79.814900
DC1087344051,  39.648200
RE3417246354,  39.737000
EI3433177233,  26.479700
AK7655563527,  10.765600
AM8705394699,  26.412000
WD8778491829,  54.138900
GI3762112439,  31.336400
XQ6433073943,  37.924700
LW4162575630,  12.802300
VW3513578649,  96.454300
SY5007576096,  98.759300
RI1185173773,  87.993700
TT6233578449,  86.615000
IS9876851933,  90.480500
HE1580192004,  61.534700
NL3577226038,  59.354500
OY8033861231,  26.270900
RD4822821249,  35.152600
IQ0107797326,  61.648000
MZ5065267307,  82.992500
LZ4959244981,  73.563200
PB4767038198,  15.604500
EI3465311452,  52.706400
KK8706658768,  70.866100
ON6456289047,  85.485300
SE8292172740,  50.769600
RI7339771923,  54.730000
VO5635387551,  11.403300
DA3698979463,  86.784700
SE0136002705,  85.499000
UK8645221080,  14.674500
VK4000143954,   0.649400
DU2024686259,  49.333300
KX9896791909,  45.375200
CX7439944222,  79.333800
TB8994323359,  56.655000
ZN5092611445,  86.187800
GS1191497812,  66.686100
IS5085095640,  81.282600
AZ3129050956,  28.285100
VL1949547010,  97.908400
WX5694441600,  36.671100
JO3796681134,  11.242400
TS5771191777,  44.510400
BV0287036059,  41.274000
KN3251986145,  33.320000
HV0048806398,  26.520400
KL4802099343,  66.614600
ZN2694651957,   4.349200
TP5192330037,  48.654800
OT3007301773,  66.120200
IX7019779478,  75.633800
PX8210349319,  68.910000
LJ4867587364,  98.125500
CD2993007311,  48.482800
DF9844666407,  17.637000
XY6436355583,  80.961000
TK4088652016,  35.505800
DS9151120263,  99.849700
YB5756566509,  87.731600
MV2581824802,  24.189700
QP1942843154,  23.353000
MD9396612724,  21.378000
XN3396038652,  32.380300
CA0322773119,  93.299300
XN8889230339,  76.739600
WK0297103820,  46.498700
DJ6296025246,  67.449300
ZW7278409900,  43.556000
NS5669890386,   4.689800
CJ0872163559,  35.823200
FN1786971677,  75.949700
GT6302990961,  61.652500
CG9462719153,  53.764400
XT4304700134,  36.774600
JG9267966235,  81.874000
JL4564563700,  85.400300
CE2108906870,  52.889000
PY6153254570,  67.270000
VY8819143773,  24.681000
BB0019206776,  31.402500
QN4965778063,   7.893800
XL2966826114,  55.332800
DQ5444635380,  42.132500
QC1937874647,  54.415000
CU4475186186,  78.607100
HL0749489680,  20.487200
QR5062174035,  46.725300
TG3686484971,  49.378900
RX6906226361,  69.431600
QX6080967085,  98.414300
YT1892611222,   6.211900
JY4025302639,  58.154300
QZ9829676281,  81.437100
QO2009071147,  87.977200
FX3065066697,  70.586800
SO3151868667,  60.144000
AI5353554670,  89.829000
TP7071587424,  90.300700
IE6984047617,  56.331300
WF9409415132,  58.745100
OX7334447065,  62.208100
UB2452567076,  66.225900
AN2615713514,   3.986600
EB1055165291,  60.408900
JU5884368863,  60.227900
LM2300780071,  53.138600
VW6303712387,  33.446600
XQ2999348898,  99.428000
NT8067006602,  44.710900
PA1792173592,  24.334600
ZU6659738687,  88.630500
ZK5663962987,  58.612400
AZ5535050113,   3.779700
DA5672072620,  60.991000
ON6026309090,  64.862600
LC6259438527,  99.324600
RZ7020254290,   4.974200
DW5620450655,  94.952100
ES4600502042,  19.458900
NV8562470849,  88.256900
IW9290527446,  43.436000
BN8426638933,  85.534000
XA4486743807,  76.338500
KN4331167638,  57.444500
FE2409300722,  86.327100
FX3773402396,  63.727100
AO5399030938,  36.953000
SZ3090459877,  63.605900
FT3388082757,  54.195600
OH0676808327,   0.196300
VL8432835046,  55.852200
TU8570212723,  21.476100
UN8988927364,  17.928700
HB4651129110,  54.499300
MO5252132044,  27.876900
QI7635863082,  18.867300
ZI4726898183,  74.474700
GH1653071828,  48.886800
MG4539607530,  57.170000
FU8844337738,  68.365800
UR1693243361,  56.478700
QH8786169460,  20.683600
VB4151352202,   0.943800
EG5894462442,  58.434100
WA0602335394,  83.458900
OT5213627885,  17.107000
IT7078019752,  85.218100
FX8112877459,  55.868000
BX9977616294,  11.317100
RJ4901278458,  88.943400
BO9391862417,   9.387000
TG4923245057,  55.364800
DH1227335029,  22.382100
WW3506914652,  39.332000
DA9341046210,  34.290000
IN1575948256,  77.455800
TO4073155797,  72.249400
BV8768275711,  90.963800
ZM3550220590,  62.381000
UB3943419709,  28.545600
DN3866028955,   2.205400
GM1482415463,  99.186000
JB6158337386,  66.153100
BY7540467278,  13.882800
AG8567124223,  24.416000
JA7824955565,  20.282100
LR8492693508,  74.574500
AH7867606163,  36.837100
EI5187919667,  45.110700
PC3618485368,  59.592300
RB4803747271,  53.869800
PY7388733364,  78.902000
MZ2190276446,  62.124800
NE2654786751,  18.644000
TL9003905553,  89.319100
ON2879141611,  58.966500
BB4961023354,  13.266600
JE6292991679,  84.814600
RY4815505167,  39.834000
RV8394844240,  94.592000
NV9310425882,  92.614000
PU6520375432,  25.360400
BM8320269897,   7.442300
XB2296083484,  40.448900
DS4668156318,  95.163000
ZT3508291244,  41.211400
BA5802379464,  13.468900
VE7219156143,  83.638700
NX5143046606,  89.493600
IV9282038255,  60.495500
UC8142210593,  77.695000
DD3260396738,  93.543600
UW6730860628,  63.118300
VR4143266914,  18.984200
YD7699782366,   4.169100
TE6222253811,  64.767600
XU4806399631,  75.330300
ML0277181830,  19.117000
DN7126354910,  44.835000
YK9954322028,  56.117700
EV6205170020,  33.421100
YG5388467418,  49.930700
LL0226895779,  59.472000
AH8995879327,  47.438100
BZ9906600722,  95.442100
AO3783078104,  49.284700
IS9581283269,  85.829000
TE1777200060,  60.100700
DS3217592637,  30.495100
OO0893246635,  17.592800
QN3683793433,  87.696500
QE4850482506,  51.547800
EV5244599400,  18.421900
MB3619112128,  62.221800
RR2686143963,  74.877400
TR6273008551,  97.233300
GO5632748295,  93.956500
DF6692846978,  67.832800
TM0505402712,  23.279500
VT2106914236,  87.328000
CI4343223075,  20.224900
OU4818215837,   9.291300
AU6527559500,   3.535700
NM9844553325,  44.803300
LO6433346821,  35.869500
ND9476320698,  39.599400
LM5087869805,  96.696100
WX2516548276,  99.813500
YS2152073085,  26.522400
GG0179757368,   6.462200
IC7800736374,  49.530000
UL6167495925,   6.563700
XE3670872337,   4.692800
TD8491146394,  37.892600
OT1304781580,  19.875200
GO4543322309,   5.493600
UK7415662833,  20.270300
MF3321517427,  50.346900
RL0147566503,  96.437400
VI7621042975,  66.704900
JG7005187393,  64.787300
WU8915160882,  69.453900
QO3730942473,  13.442900
EY5198696918,  34.765100
SC8463443108,  49.553000
SJ6622325457,  62.916000
VH3915218569,  63.369700
ZQ2262373157,   4.212500
LF2860608441,  73.243000
VL6487945147,  22.120000
YX7385591409,   1.830800
DM4371544696,  97.815300
WE7745082358,  92.941300
EI3997809418,  20.139000
VN6239627871,  86.701600
NN2487653708,  16.879500
EU6625083542,  30.345400
OU1256609939,  34.226300
ZF0330775292,  54.699000
AW3981001990,  74.852200
HC3807230630,  58.512200
OL1343468290,  47.279800
XD0956842968,  25.201200
AT1079040540,  97.649400
VO4232944868,  24.184800
SR3128718936,  33.527900
BM1659659851,  42.137300
CK7922743183,  18.234000
WV9358557284,  32.308700
VX8649351299,   0.354500
OE8604877332,  32.473800
UD1091040735,  93.697900
JV7850722604,  92.553600
HT0607115067,  93.388900
SS9479604949,  32.834400
NF5453331558,  57.737600
RD4840358063,  29.332400
NI7682124999,  87.883900
TP5120914731,  50.809900
VH8292876262,  83.896500
JX0933851043,  78.796200
EF3304774178,  81.171000
XA6442826813,  17.609300
NP8066810752,   0.709100
GP3673568794,  78.765500
PP5180645890,  24.900800
MP0501221429,  17.496900
YB2228512229,  94.140900
FA4461698865,  22.277500
AA0331005675,  38.477500
JO6506366660,  57.771400
XB4844355113,  51.434800
GW7585224385,  41.358200
ZS5256649542,  75.632300
LO8148914052,  34.933300
JY5702522632,  83.466700
AQ1906290079,  69.512500
