order_depot_id,order_id,security_id,limit_price,order_side,order_start_date,order_end_date
FZ80O4,905338,HM7864971966,  28.140410,S,2022-08-04,2022-09-16
VB95J8,592844,GF3049959664,  62.079640,B,2022-08-06,2022-09-04
CK32Y9,875582,EZ3052710188,  79.541920,S,2022-08-27,2022-09-23
YD66V2,62254,LI2839525985,  18.503890,S,2022-08-27,2022-09-16
WI25A6,623742,KC0546071299,  64.359340,B,2022-08-04,2022-09-25
GA19W6,55010,SZ8545869041,  85.918055,B,2022-08-04,2022-09-24
IC04G5,484263,IX7119596344,  45.710040,B,2022-08-02,2022-09-29
EF33N7,895235,BW8558979385,  66.925915,S,2022-08-27,2022-09-22
QK92D4,741061,OC7473328211,  46.312680,B,2022-08-27,2022-09-20
SU88L4,129207,HO8852608395,  20.297425,S,2022-08-25,2022-09-13
SB82G4,215578,SR1221479751,  82.470515,S,2022-08-04,2022-09-15
PC67I8,267855,JK3339040320,  82.312245,B,2022-08-24,2022-09-14
YB26Q8,208564,JO6588544325,  67.924315,S,2022-08-07,2022-09-18
JJ00N5,428495,DO6377339544,  20.308990,S,2022-08-30,2022-09-22
OW28C8,194489,NN1566774351,  56.444200,S,2022-08-31,2022-09-13
BL66E9,914378,TZ5690741972,  88.906195,S,2022-08-28,2022-09-07
SF52I8,574532,EN6106820967,  41.721450,B,2022-08-16,2022-09-12
LT28P0,828654,GY5535618054,  63.020185,B,2022-08-23,2022-09-28
SH62Q2,289257,GR0058189952,  37.437870,S,2022-08-12,2022-09-14
CL25X5,235679,JU6558897191,  43.594500,B,2022-08-17,2022-09-28
VN74Y3,271977,RN5171547937,  43.822135,S,2022-08-17,2022-09-22
BB61Z5,552785,SD4964549339,  72.841130,S,2022-08-19,2022-09-18
XT76V4,293394,RZ6749715565,   4.482400,S,2022-08-13,2022-09-17
EJ56D9,720540,UL2876525537,  96.580905,S,2022-08-28,2022-09-05
SR10R4,885481,MK4240053009,  77.683025,B,2022-08-10,2022-09-23
WU05G4,857734,HM5386912732,  34.322200,S,2022-08-02,2022-09-21
VR70H5,817113,AO2095825922,   3.067535,S,2022-08-09,2022-09-06
IK66Y4,732249,DR1703025143,  95.295320,S,2022-08-27,2022-09-04
WV94H2,369635,MW0311329057,  57.861975,S,2022-08-13,2022-09-26
WL44P4,837227,GR3009234974,  59.812785,B,2022-08-09,2022-09-11
CW30T3,202041,CO0825683626,  29.811165,S,2022-08-20,2022-09-05
PE97I4,618786,SK2579137043,  91.541760,B,2022-08-31,2022-09-08
LX05E7,537603,PP6518249141,  58.237165,B,2022-08-25,2022-09-09
CT48R8,467634,HB1904684890,  95.786840,S,2022-08-06,2022-09-15
ZP50C4,376294,HP6017758318,  26.959535,S,2022-08-14,2022-09-16
ZM20C3,586061,TN2831641161,  70.871960,B,2022-08-29,2022-09-27
IO48I0,246735,RP3708913091,  35.928620,S,2022-08-24,2022-09-04
VY81E0,553085,XV5130050448,  91.358325,S,2022-08-30,2022-09-02
XY39P5,61128,CI0832634997,  63.300240,B,2022-08-17,2022-09-07
HQ86E0,287106,QA6806536951,   8.061580,B,2022-08-21,2022-09-29
XV76E3,608502,PV6107715972,  64.207390,S,2022-08-12,2022-09-20
PS83Y8,914597,WH7753849727,  65.558275,B,2022-08-12,2022-09-25
XP27W3,355632,BS3124254348,  19.045665,B,2022-08-11,2022-09-05
FP88P8,300198,SG1403130055,  79.552825,S,2022-08-02,2022-09-27
FX56U4,679092,RE0752756556,  19.295075,S,2022-08-11,2022-09-28
ER75F1,961323,DR5040992602,  32.447930,S,2022-08-05,2022-09-04
OH07S2,505543,MD0119767112,  45.330710,S,2022-08-03,2022-09-12
ZG27X6,406936,GS3965536396,   8.343975,S,2022-08-03,2022-09-02
VB79A5,862095,GD4582231351,  61.428320,S,2022-08-26,2022-09-28
WH38E4,857260,AC7519296220,  21.022360,B,2022-08-24,2022-09-12
VT46V8,64873,NY8824720302,   2.632810,S,2022-08-08,2022-09-15
YN84G2,363079,OS2215798918,  79.424690,B,2022-08-02,2022-09-30
AI25A2,969744,BT6033675892,  48.058715,B,2022-08-30,2022-09-23
GK24M9,894479,TJ4389325345,  74.456660,B,2022-08-24,2022-09-19
KA96Y3,810605,KL2137958406,  24.121350,S,2022-08-25,2022-09-12
BR31O6,501248,NX4088271929,  14.574465,B,2022-08-18,2022-09-13
GB13T4,911065,JW7454870284,  44.005325,B,2022-08-23,2022-09-20
UY52K8,927418,PG2434500583,  62.690505,S,2022-08-19,2022-09-07
TW37F2,593700,TU1426589778,   7.144355,B,2022-08-06,2022-09-06
MM51P4,994235,GM3981378713,  99.666475,B,2022-08-17,2022-09-15
MI79S8,588895,SD5715225555,   2.628385,S,2022-08-20,2022-09-03
DY32W0,674705,IE7791499090,  71.740095,S,2022-08-24,2022-09-25
OR12N9,274066,OJ5650391125,  65.623285,B,2022-08-25,2022-09-24
DT22E3,710688,AG0741519656,  93.558025,S,2022-08-07,2022-09-29
YS92D0,559661,GI6103115051,  43.968950,B,2022-08-06,2022-09-19
ML56W5,410142,SG4226700931,  35.062335,B,2022-08-02,2022-09-15
WC40W9,773667,UN1925503694,   0.260845,S,2022-08-08,2022-09-29
XK39M8,399282,GO5746963791,  80.931490,S,2022-08-19,2022-09-24
DI27V9,265227,JZ8084249527,   7.242390,B,2022-08-31,2022-09-23
UI27Y0,362833,SO0460711510,  55.734820,B,2022-08-16,2022-09-19
GC35M3,500006,XG4383878142,  62.582165,S,2022-08-12,2022-09-26
HJ29K1,349962,VG2381406595,   5.750005,B,2022-08-10,2022-09-02
ES36S2,121375,XD4331413675,  63.375460,S,2022-08-07,2022-09-22
EM96Q6,479831,WA7451141394,  32.612215,S,2022-08-02,2022-09-10
XH65W4,432183,PJ1042491576,  45.747100,S,2022-08-20,2022-09-18
NM98C0,921107,JF9108706842,  37.319340,S,2022-08-05,2022-09-02
UD26I2,913419,QW3148999000,  24.794445,B,2022-08-05,2022-09-04
KJ92L1,373457,CA7602236280,  21.081975,B,2022-08-11,2022-09-28
BF11G8,889754,PR3846813421,  45.134800,B,2022-08-18,2022-09-14
NZ75G1,396372,BM6719367212,  37.499490,S,2022-08-31,2022-09-09
GE73P1,945349,MI4300833837,  94.448160,B,2022-08-04,2022-09-05
EQ58T0,923068,YV0525312043,  60.364965,S,2022-08-31,2022-09-17
KJ71P6,621866,AA4763285869,  28.802185,B,2022-08-16,2022-09-10
BD80A5,353425,UE5011712123,   6.352610,S,2022-08-25,2022-09-13
YH19W3,559093,XG9457031671,  87.735655,B,2022-08-27,2022-09-10
ZP34C5,185060,PE4284255091,  76.762000,S,2022-08-28,2022-09-23
IW51U7,935491,JQ7502102444,  13.397520,S,2022-08-29,2022-09-23
ZS42D1,579837,VE0418039158,  39.043795,S,2022-08-04,2022-09-29
DI76I0,73751,TD9548572852,  96.049700,S,2022-08-04,2022-09-25
HN49C3,289969,EB5994166402,  96.504645,S,2022-08-09,2022-09-15
XC10A7,867411,ET7607713210,  98.490660,B,2022-08-27,2022-09-16
EU93S7,289769,XW9311857361,  93.762275,B,2022-08-11,2022-09-14
CC25R7,874181,EP6485306932,   5.196360,B,2022-08-21,2022-09-02
DJ13K2,927682,LF8082272515,  48.260815,B,2022-08-27,2022-09-19
BF79Y0,300326,SR2295905067,  32.909265,S,2022-08-06,2022-09-19
RC30I7,487948,XO0103587096,   1.149940,B,2022-08-27,2022-09-22
LU05N3,838058,NJ0559955450,  46.102700,B,2022-08-25,2022-09-13
ZU33O3,983810,OE9375894809,  12.361150,S,2022-08-13,2022-09-04
UR36I6,571987,QX3333846948,   4.824025,S,2022-08-29,2022-09-26
XK43G9,726691,NE8354097930,  73.544170,S,2022-08-08,2022-09-15
EU52I2,543601,IN7432115494,  86.144835,B,2022-08-12,2022-09-06
HN00E6,411954,OR6121678743,  26.230270,S,2022-08-11,2022-09-05
ZB23V5,618770,KN5801261509,   2.889070,B,2022-08-06,2022-09-27
ZY29T3,620679,AE8237803693,  18.999865,S,2022-08-20,2022-09-30
NP97S0,880306,WI9148694001,  29.667950,B,2022-08-17,2022-09-16
PT07O7,51999,QR2029739905,  61.970150,B,2022-08-23,2022-09-22
PI96P7,404564,JK1829211411,  38.709490,B,2022-08-02,2022-09-06
FA93V4,815281,FA7090468631,  43.022450,B,2022-08-14,2022-09-06
SO33C5,126041,NI3097991354,   0.388155,B,2022-08-31,2022-09-14
YJ20V9,641979,ZD2303871074,  11.358185,B,2022-08-08,2022-09-26
SX12C3,663271,NV0844771129,  83.255620,S,2022-08-23,2022-09-09
VD56Q2,321746,AF3112443846,  33.958535,B,2022-08-06,2022-09-24
ST38E6,78766,RO0230090603,  94.787135,S,2022-08-29,2022-09-14
PA49A0,210588,YM9345972857,  34.036710,B,2022-08-21,2022-09-07
MJ45P0,123329,OP6170258728,  73.516025,S,2022-08-21,2022-09-11
IC42V7,267529,UJ9403693126,  33.088145,S,2022-08-24,2022-09-25
AO31F6,936669,SY4872376292,  15.395380,B,2022-08-17,2022-09-23
KD50T1,313214,PG6191543156,  17.530445,B,2022-08-12,2022-09-23
JO61O4,671780,FK2251411919,   4.200200,B,2022-08-14,2022-09-03
GQ46P6,677430,QJ8611600209,  96.192235,S,2022-08-25,2022-09-21
MD95N0,710088,CS6821878406,   9.164450,B,2022-08-29,2022-09-07
BZ03C0,183347,YP2077577986,  46.791190,B,2022-08-05,2022-09-22
WX02Y6,112082,YZ3640851328,   6.872730,S,2022-08-27,2022-09-26
DL42J9,646812,ZH2669168384,  56.903260,S,2022-08-09,2022-09-05
OG79X6,850089,TP1501756773, 100.692350,B,2022-08-17,2022-09-05
MQ86S3,158888,TD0194914413,  46.138550,B,2022-08-20,2022-09-28
CY28O8,276922,JG6868633082,  50.767195,S,2022-08-12,2022-09-16
OE07A8,893766,OC7525180261,  90.455950,S,2022-08-24,2022-09-21
SN55Q5,144012,AG6205861034,  88.809395,S,2022-08-28,2022-09-08
LW73D2,388884,GZ2447952556,  63.664950,B,2022-08-02,2022-09-08
OK02X8,84706,LO3766230245,  92.670740,S,2022-08-21,2022-09-29
RY25T4,372698,CE2760465372,   0.988420,B,2022-08-28,2022-09-20
VN10C8,866865,VN3613492014,  41.809105,B,2022-08-22,2022-09-18
XG51O8,51358,KU4689872559,  22.815275,S,2022-08-11,2022-09-08
RN80Q7,598369,JX8312914521,  41.116145,S,2022-08-04,2022-09-14
WD21G3,513003,PL1723520359,  61.757635,S,2022-08-05,2022-09-14
UI55O7,966703,VN1708289484,  34.700530,S,2022-08-20,2022-09-20
PJ67N9,549460,SJ7412530610,  52.718930,S,2022-08-15,2022-09-26
UV23T6,583094,EO2158905557,  52.917180,S,2022-08-21,2022-09-24
FU97O6,722287,AT0299473036,  19.961765,S,2022-08-19,2022-09-12
RO20S6,105005,WD6555190045,  36.219330,B,2022-08-14,2022-09-24
DD71X4,246470,AF6081621493,  23.748225,S,2022-08-31,2022-09-30
VL98V5,354503,PC2307511356,  16.131835,B,2022-08-07,2022-09-22
EU04I5,182346,BK1222656716,  80.915760,S,2022-08-28,2022-09-23
FR59K9,377640,IE1212473009,  52.973190,S,2022-08-27,2022-09-15
VD19V3,33736,EO1631217410,  93.078235,B,2022-08-24,2022-09-15
ZW58J2,313997,GX9798349186,  44.346445,S,2022-08-12,2022-09-28
BJ51T3,252181,PH9281932436, 100.642795,B,2022-08-28,2022-09-20
CN33U9,22951,BC9260721367,  30.394550,B,2022-08-31,2022-09-30
TN12D1,79308,EI6755534529,   0.582900,S,2022-08-19,2022-09-30
EG49M3,755201,WK1772675508,  88.240500,S,2022-08-12,2022-09-06
GU15P6,360579,FJ3504912977,  45.862775,B,2022-08-27,2022-09-15
QK83A1,405147,YK6205474323,  51.610455,S,2022-08-10,2022-09-14
VD60A4,675084,JA0531061441,  60.349675,S,2022-08-25,2022-09-28
GM35N7,885932,IU6911055970,  66.917015,B,2022-08-12,2022-09-29
LW25L4,380800,ZN0268971226,  54.571345,B,2022-08-13,2022-09-04
TI26C4,648767,BE4759880145,  60.587840,B,2022-08-18,2022-09-27
FR19T8,960438,WR7060328138,  43.505750,S,2022-08-12,2022-09-30
SL29Y5,441484,RY0180183466,  43.738400,S,2022-08-20,2022-09-21
PN14B1,183696,BD5193855190,  19.276735,B,2022-08-05,2022-09-24
TM72Q5,943137,CR5403661866,  78.468815,S,2022-08-08,2022-09-13
CH89K9,708353,PF2755435054,  57.452280,S,2022-08-22,2022-09-17
GP60Z0,434404,ZX0462106238,   0.958275,S,2022-08-12,2022-09-07
WS26A1,444832,AX8529066461,  51.644820,B,2022-08-30,2022-09-27
FO79H0,69413,HH0952517114,  85.256800,B,2022-08-16,2022-09-18
OX77T9,65945,XH4752388918,  42.461500,S,2022-08-12,2022-09-10
XQ38Q9,362522,ZZ0145471331,  86.184925,B,2022-08-22,2022-09-30
YN54Z7,613641,KR2546279640,  49.517450,B,2022-08-26,2022-09-13
IX91U1,328357,OO2895529673,  78.003330,S,2022-08-12,2022-09-21
MO16B1,911482,ZI3768753233,  26.085675,B,2022-08-13,2022-09-12
GM76A6,871519,JH0050850141,  57.392655,B,2022-08-14,2022-09-13
IK06Q6,880868,DB6902191642,  52.176190,B,2022-08-20,2022-09-18
PP55F3,611491,GQ9660912982,  51.181120,S,2022-08-21,2022-09-30
KP68J0,163,SA4043031464,  73.640210,S,2022-08-22,2022-09-23
GJ61F5,805319,FQ4608688577,  11.631235,B,2022-08-13,2022-09-16
OT47S9,846828,GR3742655227,  32.430025,S,2022-08-07,2022-09-08
JN96Q0,273008,GP4116652504,  79.139700,B,2022-08-19,2022-09-22
CK90H8,285098,IV9471598042,  57.626585,B,2022-08-09,2022-09-19
YM06M4,91559,GX0487059474,  21.237125,B,2022-08-05,2022-09-22
SN86A1,18470,TL2743201731,   7.962660,S,2022-08-21,2022-09-11
NW29O5,578615,BT9982527684,  68.726065,B,2022-08-19,2022-09-24
HB59D1,71436,FC3657678336,  43.753135,B,2022-08-08,2022-09-03
YZ56D1,703190,DI5392326970,  74.621795,S,2022-08-31,2022-09-03
HM55Q5,533616,MK2059162070,  20.402220,B,2022-08-17,2022-09-04
HU56B5,131684,ZK1262434621,  71.347040,B,2022-08-30,2022-09-02
LU20Z2,265309,IC7083166343,  34.177940,S,2022-08-13,2022-09-06
WK20V4,665095,QG1842815253,  25.659850,B,2022-08-18,2022-09-09
VR19Q7,898711,MW0081359599,  84.012010,B,2022-08-31,2022-09-08
MF77L7,973936,BL4808858053,   0.979840,B,2022-08-26,2022-09-12
YP44U8,751661,EK3999397061,  46.163265,B,2022-08-06,2022-09-19
GD34B8,547597,QH3960375785,  77.914190,S,2022-08-05,2022-09-05
VE84B9,498866,XP4896007045,  47.112085,S,2022-08-28,2022-09-15
NQ91J2,502544,ZG6809117277,  14.069900,S,2022-08-30,2022-09-25
NZ75H0,940765,UQ1537009162,  70.875550,S,2022-08-15,2022-09-24
BJ00H6,377209,KI4786254753,  91.806200,B,2022-08-29,2022-09-22
KU52Q9,773164,MR2181758556,  77.284685,B,2022-08-19,2022-09-05
YP44H3,835329,WM7030016552,   3.687160,B,2022-08-14,2022-09-11
DN17Z1,124866,FK9069271239,  65.581395,S,2022-08-21,2022-09-20
NX18K6,672172,KJ2993499173,  35.053360,B,2022-08-22,2022-09-08
JB10K7,553728,NG7270610749,  66.815065,S,2022-08-03,2022-09-23
PW90E8,278373,KU3202527744,   7.599610,B,2022-08-28,2022-09-06
JA43L5,353911,OS4475590873,  16.687265,S,2022-08-12,2022-09-10
GW28W1,882437,MX6872007267,  15.308755,S,2022-08-09,2022-09-29
XK60V9,167299,SH1434820429,  42.088200,S,2022-08-08,2022-09-27
SE87N4,273099,AV2549081513,  29.220325,S,2022-08-11,2022-09-14
NM55I3,981365,DO1465683503,  96.119145,S,2022-08-16,2022-09-24
JH40Q4,319528,BP0373120727,  40.182180,S,2022-08-20,2022-09-12
IH95U5,378314,QI4082352622,  70.171100,B,2022-08-27,2022-09-14
OP77O6,413613,OK2622433974,  13.611875,B,2022-08-07,2022-09-17
GQ57X8,243348,CW0818757970,  39.379130,S,2022-08-19,2022-09-13
CW68U5,35675,BT7947546097,  29.741085,S,2022-08-12,2022-09-21
FF64C7,988011,RM2668682743,  61.509135,B,2022-08-23,2022-09-06
EG56J2,935508,JF9525247785,  80.723910,B,2022-08-28,2022-09-06
GL55W9,989248,GV5658672553,  36.076905,S,2022-08-21,2022-09-08
RW73Y4,336692,GO6889125160,  26.708355,S,2022-08-28,2022-09-13
WD73C4,187342,CB8055377956,  33.676910,B,2022-08-26,2022-09-24
UZ62I3,624395,TF7714511704,  72.488450,B,2022-08-03,2022-09-16
VZ40V0,688833,YE6981458233,  58.182105,B,2022-08-13,2022-09-07
JI94C9,873053,EK8545501803,  95.477380,S,2022-08-18,2022-09-13
EK85I2,974575,ZJ3749942275,  76.989675,S,2022-08-13,2022-09-15
FA58T4,968066,XK6402044064,  18.573800,S,2022-08-17,2022-09-12
EO90K3,293354,NO7015720238, 102.422450,B,2022-08-11,2022-09-17
FM44O1,856787,XP9851902265,  77.484970,B,2022-08-10,2022-09-10
XA87M3,482368,FC7883704525,  26.754645,B,2022-08-04,2022-09-19
BV19F8,821334,UJ7105003610,   3.724550,S,2022-08-11,2022-09-12
FZ20J5,589113,BB5354244936,  97.107370,S,2022-08-28,2022-09-17
ZG28M3,927943,IA1504819839,  60.926205,B,2022-08-17,2022-09-11
FM04F5,826875,JP3198089243,  39.446155,S,2022-08-05,2022-09-18
RE48M4,281391,WB9861355359,  67.259205,B,2022-08-12,2022-09-12
CR49T1,218628,ID8392381645,  58.749705,B,2022-08-02,2022-09-09
KZ51K4,299499,UQ6015568553,  96.737355,S,2022-08-23,2022-09-10
WE42W6,739883,HJ2567280341,  74.964565,S,2022-08-09,2022-09-09
HJ94B0,540184,MM8424731324,  77.844595,B,2022-08-04,2022-09-25
UP53B5,815854,RA1119741536,  93.503325,S,2022-08-10,2022-09-29
MS63B6,801718,FK3679270176,  73.568430,S,2022-08-31,2022-09-22
EO43O9,391665,WS4932858716,  26.943435,B,2022-08-11,2022-09-12
LG63E4,315428,UU9634198095,  23.154225,S,2022-08-30,2022-09-26
DG68J1,725673,SO0434176829,  46.438955,B,2022-08-13,2022-09-12
YN92P6,388645,WE4438297777,  38.262450,B,2022-08-25,2022-09-10
UY45Z1,173759,PN9718478921,   1.914650,S,2022-08-05,2022-09-22
CG79E8,544653,QE4343767108,  22.308795,S,2022-08-31,2022-09-08
QI22Y4,660665,IA6601223733, 102.177190,S,2022-08-22,2022-09-22
NR74C0,56581,NU1356132101,  53.334375,B,2022-08-10,2022-09-12
MR08H3,696563,CI2911321297,  86.450215,S,2022-08-19,2022-09-26
LT69C6,632953,KF4370601454,  43.962780,S,2022-08-28,2022-09-21
GW19S6,67255,TB8904369442,  54.423595,S,2022-08-29,2022-09-05
JH79N5,802342,OG5592298741,  68.819495,S,2022-08-10,2022-09-04
CQ49Q1,854977,UT3214565319,  95.294070,S,2022-08-09,2022-09-04
RU71P8,986707,UE1556952885,   8.070050,S,2022-08-11,2022-09-07
AW07M2,441406,NF0814651048,  92.680455,S,2022-08-07,2022-09-29
PD06V6,924936,WW7272398834,  92.428470,S,2022-08-19,2022-09-10
BR56W5,10835,HV5803548267,   3.159410,B,2022-08-27,2022-09-20
II97L4,960139,WT5834461393,  47.661530,B,2022-08-22,2022-09-26
CI10S4,62816,QC6157142406,  28.032670,S,2022-08-18,2022-09-09
YA93O0,645207,DQ1600815240,  94.198210,B,2022-08-21,2022-09-26
BP28Y6,392015,ZH6622957651,   1.984100,S,2022-08-18,2022-09-12
TW42R8,174153,ON4698109281,  21.053965,B,2022-08-16,2022-09-13
UK10A5,738208,OC0898497213,  86.970085,B,2022-08-21,2022-09-05
AI99S7,842028,ZL1913795033,  79.161055,B,2022-08-20,2022-09-22
LB61E6,986544,AD3169910944,  60.278145,S,2022-08-05,2022-09-24
AN37S8,315004,WT2104317389,  44.838635,S,2022-08-12,2022-09-14
KT69C2,520885,XV1234653407,  27.863850,B,2022-08-27,2022-09-05
KE93F5,973128,QC9819921315,  66.158220,S,2022-08-16,2022-09-22
SC03J7,202211,XT1197528844,  93.404355,B,2022-08-09,2022-09-25
HN90U9,564967,QY6916330953,  46.292070,S,2022-08-04,2022-09-10
PJ50V8,536473,UA5276588847,  78.322995,B,2022-08-28,2022-09-21
EA74G7,298266,WR9775579556,   8.441630,B,2022-08-19,2022-09-16
UW02D4,471237,FR8161674947,   1.376510,S,2022-08-30,2022-09-18
UD14F0,900371,YE3371065167,  15.565530,S,2022-08-19,2022-09-25
QX07T0,906402,ES7683245734,   8.222375,S,2022-08-16,2022-09-22
HI11G3,864516,CT1777163422,  97.726040,B,2022-08-03,2022-09-13
BN35V8,102215,IL8719988980,  38.896350,B,2022-08-09,2022-09-10
KI98K6,963410,BJ8408740256,  70.707750,B,2022-08-28,2022-09-08
JX99K0,866540,RP9961189045,  82.079850,S,2022-08-19,2022-09-30
IA96B2,29213,LX5416125155,  67.729915,S,2022-08-25,2022-09-17
EZ43P2,970884,FT2243920798, 102.147640,S,2022-08-28,2022-09-06
RW92G8,634704,VB0725586924,  53.795350,B,2022-08-06,2022-09-09
ED43T5,91842,CF1501562679,  89.433345,S,2022-08-30,2022-09-09
ZZ54O4,862804,VA1068459716,  48.566040,B,2022-08-09,2022-09-15
QA32X8,787734,LI3705746127,  91.124110,B,2022-08-19,2022-09-17
TQ09Q1,873072,TO8077537773,   8.669675,B,2022-08-21,2022-09-03
NO98N4,49586,OH2215978155,  73.827640,S,2022-08-04,2022-09-09
KX51F6,559112,LQ3556366933,  65.504015,S,2022-08-15,2022-09-28
TV42C7,324269,KK7601924902,   0.912440,S,2022-08-02,2022-09-30
OQ43C2,342861,OK4177381184,   1.856375,B,2022-08-16,2022-09-20
BJ60N5,972458,DN3463901063,  56.507880,B,2022-08-05,2022-09-11
IM31Z6,427408,TT7341961545,  24.240595,S,2022-08-28,2022-09-14
CW01E4,644437,SB7200033875,  70.398495,S,2022-08-05,2022-09-04
FB71N6,356398,GX0398443719,  41.803400,B,2022-08-17,2022-09-09
HU08R2,604055,TG9875919789,  62.823100,S,2022-08-16,2022-09-24
KR33V6,712854,BV2704738638,  59.387895,S,2022-08-06,2022-09-04
NC24K5,887941,IZ5272560508,  96.672570,S,2022-08-18,2022-09-16
CG06O3,905558,XP5002646006, 101.685975,B,2022-08-07,2022-09-12
PN55L4,209211,RG6717773037,  39.522100,S,2022-08-28,2022-09-29
OW59N3,268535,SO7280002604,  94.302245,B,2022-08-18,2022-09-22
SA64H1,146010,CY4490581601,  27.833360,S,2022-08-04,2022-09-09
XV59Z9,194791,QT9842138696,  10.141145,S,2022-08-06,2022-09-13
VH90Q9,431600,BL4126077018,  48.920475,B,2022-08-18,2022-09-05
BV80P9,432855,NT7256411839,  40.254375,S,2022-08-27,2022-09-04
HD14D7,410246,GL2232222157,   3.816670,S,2022-08-20,2022-09-14
LT23O3,829401,OJ0064745780,  54.680035,B,2022-08-10,2022-09-06
BO63L4,449803,GK4805685995,  37.330840,B,2022-08-02,2022-09-03
BR56Q8,545613,VL2873589148,  92.905455,S,2022-08-06,2022-09-15
TR22C8,765232,QU9830368441,  25.958485,B,2022-08-09,2022-09-29
